sample_id,psnr,ssim,lpips
10140071_79772_48048,33.766218618166974,0.9225108027458191,0.07432013750076294
10140071_8008_28336,33.65729653054019,0.9066958427429199,0.091270312666893
10140071_81004_54208,36.98973450237989,0.907855212688446,0.11075440794229507
10140071_81620_46816,34.9241645483356,0.8876591324806213,0.12146614491939545
10140071_82236_57904,34.447265205507065,0.8923466801643372,0.10866491496562958
10140071_82544_62524,35.45521262280436,0.8919215798377991,0.12764616310596466
10140071_83468_56980,36.387723025846746,0.9200661182403564,0.08801283687353134
10140071_8624_61292,33.90698839855491,0.9265625476837158,0.08272017538547516
10140071_8624_71764,34.761777296265414,0.8741672039031982,0.16189198195934296
10140071_9240_21560,31.68868050619229,0.8339263796806335,0.13702133297920227
10140071_924_41580,35.421454651984696,0.9178325533866882,0.08053480088710785
10140071_9856_22176,32.899383519770026,0.89604252576828,0.13022759556770325
10140071_9856_47124,37.1972146188537,0.9327583909034729,0.06823903322219849
10140071_9856_49280,35.179220637248235,0.896019458770752,0.09220673888921738
10140071_9856_81004,32.25382293011534,0.8669125437736511,0.15266557037830353
